stat_rec,random_intercept,n_hauls,unpooled_intercept,model_id,shrinkage_ratio
42F5,0.06145478411998009,76,0.08047512248539615,simple_nonspatial,0.763649463610724
39F1,-0.06229360278541483,77,-0.043280327039220794,simple_nonspatial,1.4393052697814444
40F3,0.1304016706918389,77,0.14049888698100588,simple_nonspatial,0.9281331225739031
42F6,0.11274886479065972,77,0.16046168188161244,simple_nonspatial,0.7026528917591994
33F4,-0.016553038672051407,78,0.00563986469071066,simple_nonspatial,-2.935006348523871
36F7,-0.21298776547769438,78,-0.21992808751632986,simple_nonspatial,0.9684427663741669
38F4,-0.14455929130715017,78,-0.1458143147861568,simple_nonspatial,0.9913930022518901
39F2,0.0355712443307901,78,0.030677845191760193,simple_nonspatial,1.1595092193875542
39F5,-0.1001673895762312,78,-0.0954566692566007,simple_nonspatial,1.0493493053583027
40F4,0.2667492020222333,79,0.3184346431200876,simple_nonspatial,0.8376890133829981
41F4,0.145918460522066,79,0.17267631602565964,simple_nonspatial,0.8450403846951574
33F3,7.82723773102743e-4,82,0.041063383821206056,simple_nonspatial,0.019061355890951363
39F4,-0.05834765094612259,82,-0.0497339815642318,simple_nonspatial,1.1731948480892522
34F3,0.010485490260056638,84,0.046298748855945614,simple_nonspatial,0.22647459206038797
35F4,-0.08111376945794103,87,-0.05842115965679382,simple_nonspatial,1.3884313480673656
39F6,-0.20653711143775963,87,-0.19607303351356567,simple_nonspatial,1.053368266592713
34F4,0.008066657262905227,89,0.04124013724496019,simple_nonspatial,0.1956020954777745
37F4,-0.1783447291183983,90,-0.16771093065985393,simple_nonspatial,1.0634055181538018
36F6,-0.19385420574553555,91,-0.197587887641481,simple_nonspatial,0.9811036904108205
38F5,-0.14318009719336472,91,-0.1510212285082586,simple_nonspatial,0.948079277381424
36F3,-0.18230228539875962,92,-0.17819273290220475,simple_nonspatial,1.0230624023192363
37F3,-0.07636409893927039,92,-0.061898757003231726,simple_nonspatial,1.2336935770016098
36F4,-0.19134771455160327,93,-0.18648647270498103,simple_nonspatial,1.026067530669169
37F6,-0.07697659333278734,94,-0.05526876811068241,simple_nonspatial,1.392768392786182
37F5,-0.16989174074366042,95,-0.16815456467328846,simple_nonspatial,1.0103308291020656
38F6,-0.16983737090930198,99,-0.16567342641723465,simple_nonspatial,1.0251334482669585
39F7,-0.17764911697716718,101,-0.17486374890703013,simple_nonspatial,1.0159287907730832
36F5,-0.20218741978234858,104,-0.2042060432264511,simple_nonspatial,0.9901147712760684
37F7,-0.22955036927123024,105,-0.21909109683922426,simple_nonspatial,1.0477393768295447
38F7,-0.1920868289618496,111,-0.1956531471862492,simple_nonspatial,0.9817722419716319
