stat_rec,n_hauls,mean_abs_residual,mean_residual,median_abs_residual,sd_abs_residual,mean_ln_B_obs,year_min,year_max,n_years_with_effort,total_hours,mean_annual_hours_total,mean_annual_hours_otter,mean_annual_hours_beam,log_mean_annual_hours_total,rect_lon,rect_lat
48E7,31,1.15039551252448,-1.15039551252448,1.3057747119071301,0.38716112927283985,12.385120023265266,1985,2015,31,66256,2137.2903225806454,1822.5161290322583,314.774193548387,7.667761874031546,-2.5,59.75
48E8,48,1.5067367179047209,-1.5067367179047209,1.4981870007272917,0.4296266749331989,13.351016519485153,1985,2015,31,171820,5542.580645161291,5395.903225806451,146.6774193548387,8.620395896804126,-1.5,59.75
48E9,61,1.5716752986064044,-1.5716752986064044,1.6860210432097666,0.38462518425057535,13.072406821913692,1985,2015,31,116964,3773.032258064517,3731.193548387096,41.83870967741935,8.235899273338845,-0.5,59.75
48F0,67,1.6378003482004342,-1.6378003482004342,1.6409366005010408,0.3115840743149049,12.825683979518365,1985,2015,31,160201,5167.774193548387,5167.774193548387,0,8.550390839495922,0.5,59.75
48F1,65,1.5845971658026885,-1.5845971658026885,1.615609153478374,0.2753686214169373,12.471909531798882,1985,2015,31,47975,1547.5806451612905,1546.225806451613,1.354838709677419,7.345094077593033,1.5,59.75
48F2,60,1.425588953810899,-1.425588953810899,1.3827195342100955,0.3150155502555609,12.253557404592502,1985,2015,31,51252,1653.2903225806451,1652.193548387097,1.0967741935483868,7.411127387738304,2.5,59.75
48F3,57,1.4171708224792785,-1.4171708224792785,1.375401578255854,0.37880088278124513,12.554662505099666,1985,2015,31,351159,11327.709677419354,11326.419354838708,1.2903225806451617,9.335095462048466,3.5,59.75
49E8,39,1.469371882131842,-1.469371882131842,1.5648303492827385,0.5303069681054879,12.971910241164403,1985,2015,31,57928,1868.6451612903227,1868.3870967741939,0.25806451612903236,7.53350393852251,-1.5,60.25
49E9,45,1.5409013308540416,-1.5409013308540416,1.6469876968224408,0.43622248012482717,12.972127799954446,1985,2015,31,220327,7107.322580645163,7102.612903225808,4.70967741935484,8.869021571002959,-0.5,60.25
49F0,58,1.6032168166619318,-1.6032168166619318,1.6189678678848898,0.34286288093040485,12.758611694730318,1985,2015,31,424784,13702.709677419358,13700.096774193551,2.612903225806452,9.525421854535773,0.5,60.25
49F1,61,1.5613117488341548,-1.5613117488341548,1.5631546517864,0.3257312691742999,12.607607747409387,1985,2015,31,197289,6364.16129032258,6363.4838709677415,0.6774193548387095,8.758594850862528,1.5,60.25
49F2,60,1.3925540890750168,-1.3925540890750168,1.4002751863668097,0.2643050454452624,11.870988695929539,1985,2015,31,67592,2180.3870967741937,2152.935483870968,27.451612903225815,7.687716236364924,2.5,60.25
49F3,60,1.3496509169845912,-1.3496509169845912,1.340974898335384,0.3466881544762367,12.482626133534069,1985,2015,31,338037,10904.419354838708,10904.419354838708,0,9.29701513317729,3.5,60.25
50E8,33,1.1488259822943305,-1.127387882974662,1.195123227811921,0.4225311275756878,12.193774492175143,1985,2015,31,231369,7463.5161290322585,7457.4838709677415,6.032258064516129,8.917915889256568,-1.5,60.75
50E9,45,1.2144373872328063,-1.2144373872328063,1.2581409229863674,0.41100936952163103,11.95109231202616,1985,2015,31,482316,15558.58064516129,15550.741935483868,7.838709677419353,9.652431846544093,-0.5,60.75
50F0,59,1.4453174678363339,-1.4453174678363339,1.4844970494873326,0.395948170351857,12.570584547541504,1985,2015,31,214242,6911.032258064517,6906.612903225809,4.419354838709675,8.841018977438354,0.5,60.75
50F1,56,1.490492721902613,-1.490492721902613,1.5065508112524846,0.3485810404896502,12.92845767190047,1985,2015,31,135238,4362.5161290322585,4362.5161290322585,0,8.381033462948604,1.5,60.75
50F2,56,1.3410447437460005,-1.3410447437460005,1.355189594236145,0.30823982742431316,12.287361511792694,1985,2015,31,140760,4540.645161290323,4535.967741935484,4.677419354838711,8.421044595723387,2.5,60.75
50F3,54,1.3622667684756717,-1.3622667684756717,1.312210428061256,0.3497253012957989,12.594426850409665,1985,2015,31,171497,5532.1612903225805,5532.1612903225805,0,8.618514593082779,3.5,60.75
51E8,39,1.1369456506001234,-1.1154321591120464,1.197377317887037,0.45195639583823277,12.39760724156916,1985,2015,31,258282,8331.677419354837,8318.90322580645,12.774193548387094,9.027940102407038,-1.5,61.25
51E9,47,1.2121840056962723,-1.2114895022201242,1.2754589051969365,0.4130253442102681,12.470794610038014,1985,2015,31,245662,7924.580645161292,7917.741935483871,6.838709677419355,8.977850863589786,-0.5,61.25
51F0,53,1.1663958748373817,-1.1663958748373817,1.2317611268453454,0.35497507545972223,12.336019686289847,1985,2015,31,144250,4653.225806451613,4648.677419354837,4.548387096774195,8.445530861475874,0.5,61.25
51F1,53,1.3447716134593393,-1.3447716134593393,1.3613863026601258,0.3012091957908151,12.578266115677984,1985,2015,31,169518,5468.322580645162,5468.322580645162,0,8.606910045086044,1.5,61.25
51F2,53,1.261880555042282,-1.261880555042282,1.225584528099363,0.3026350420181363,12.44644379883827,1985,2015,31,290865,9382.741935483871,9382.741935483871,0,9.146733889473907,2.5,61.25
